Function and Parameters;Data Segment
"1712067674763,SetMGNPot,262,15419194,";47494f50010001004400000000000000e03700000100200004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067674763,SetMGNPot,262,15419194,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067674763,SetMGNPot,262,15419194,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067674763,SetMGNPot,262,15419194,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712067674763,SetMGNPot,262,15419194,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712067675279,SetMGNPot3,3,297,29648975,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712067675279,SetMGNPot3,3,297,29648975,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712067675279,SetMGNPot3,3,297,29648975,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712067675279,SetMGNPot3,3,297,29648975,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712067675279,SetMGNPot3,3,297,29648975,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712067675797,GetMGNAux,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000370000000cb0010000000000000000000000000002000000
"1712067676314,SetMGNAux,7117,";47494f50010001004c00000000000000e03700000100350004000000010000000d0000006d6f63686153657444617461003c237700000000370000000cb001000000000000000000000000000300000004000000cd1b0000
"1712067677411,GetVersion,0,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000430000000100000000000000000000000000000010000000
"1712067677411,GetVersion,0,";47494f50010001004400000000000000e03700000100230004000000010000000d0000006d6f63686147657444617461003c237700000000440000000100000000000000000000000000000010000000
"1712067677411,GetVersion,0,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000430000000200000000000000000000000000000010000000
"1712067677920,GetSystemInformation,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000010000000200000001000000000000000000000001000000
"1712067678425,GetAlarm,5,260,";47494f50010001004800000000000000e03700000100350004000000010000001d0000006d6f63686147657443757272656e74416c61726d4d7367466972737400512f0100000000010000000500000004010000
"1712067678943,GetWorkPosition,3,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000700000001000000040000000000000010000000
"1712067679462,GetWorkPosition2,1,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000700000001000000010000000000000010000000
"1712067679968,GetMachinePosition,2,0,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000200000001000000020000000000000010000000
"1712067680485,GetMachinePosition2,2,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001200000001000000020000000000000010000000
"1712067681007,GetCurrentPosition,3,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f636861476574446174610000000000000000250000000300000001000000040000000000000010000000
"1712067681510,GetDistance,1,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000010000000000000010000000
"1712067682018,GetDistance2,1,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000010000000000000010000000
"1712067682527,GetNextDistance,3,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000a00000001000000040000000000000010000000
"1712067683035,GetFeedSpeed,0,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000100000001000000000000000000000010000000
"1712067683552,GetTCPSpeed,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000005000000
"1712067684066,GetManualOverlap,1,0,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000010000000000000010000000
"1712067684583,GetManualOverlap2,1,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000010000000000000010000000
"1712067685091,GetProgramPosition,3,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712067685601,GetProgramPosition3,3,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712067686120,GetTCPMachinePosition,3,";47494f50010001004400000000000000e03700000100200004000000010000000d0000006d6f63686147657444617461003c237700000000250000001900000001000000040000000000000005000000
"1712067686626,GetFeedbackPosition,3,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000002100000001000000040000000000000010000000
"1712067687132,GetTableCoordinationPosition,1,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000002200000001000000010000000000000010000000
"1712067687637,GetWorkInstallationPosition,2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000002300000001000000020000000000000010000000
"1712067688157,GetInclinedSurfacePosition,2,";47494f50010001004400000000000000e0370000015e590104000000010000000d0000006d6f636861476574446174610000000000000000250000002400000001000000020000000000000010000000
"1712067688675,GetGCodeCommand,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000290000000200000001000000000000000000000005000000
"1712067689180,GetToolCommand,3,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000290000006500000001000000040000000000000002000000
"1712067689696,GetFeedCommand,3,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000210000000100000001000000000000000000000010000000
"1712067690213,GetCommand2,3,2,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000002b0000002e01000001000000000000000000000003000000
"1712067690730,SetCommand2,0,4,6908160,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002600000004000000010000000000000000000000030000000400000000696900
"1712067691235,CurrentBlockRead,6,";47494f50010001004400000000000000e0370000015e590104000000010000001d0000006d6f63686147657443757272656e74507267426c6f636b466972737400000000000000000100000006000000
"1712067691755,GetProgramNumber2,0,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000006500000001000000000000000000000010000000
"1712067692272,GetSequenceNumber,1,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000ca00000001000000000000000000000003000000
"1712067692788,GetBlockNumber,1,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000cb00000001000000000000000000000003000000
"1712067693296,GetSubProLevel,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000002d0000000100000001000000000000000000000001000000
"1712067693837,GetInformation,4,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000190000000400000000000000000000000000000003000000
"1712067694345,GetCurrentBlockByByte,";47494f50010001004400000000000000e0370000015c590104000000010000000d0000006d6f6368614765744461746100000000000000002d000000d400000001000000000000000000000003000000
"1712067694853,GetClockData,";47494f50010001004400000000000000e03700000100350004000000010000000d0000006d6f63686147657444617461003c237700000000280000000600000000000000000000000000000003000000
"1712067694853,GetClockData,";47494f50010001004400000000000000e03700000100230004000000010000000d0000006d6f63686147657444617461003c237700000000280000000700000000000000000000000000000003000000
"1712067695370,SetClockData,28672396,216385,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000280000000600000000000000000000000000000003000000040000008c81b501
"1712067695886,GetAliveTime,";47494f50010001004400000000000000e03700000100280004000000010000000d0000006d6f63686147657444617461003c237700000000280000000100000000000000000000000000000003000000
"1712067696395,SetAliveTime,26220489,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000010000000000000000000000000000000300000004000000c9179001
"1712067696914,GetRunTime,";47494f50010001004400000000000000e037000001003a0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000200000000000000000000000000000003000000
"1712067697429,SetRunTime,2141317,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000002000000000000000000000000000000030000000400000085ac2000
"1712067697938,GetStartTime,";47494f50010001004400000000000000e03700000100210004000000010000000d0000006d6f63686147657444617461003c237700000000280000000300000000000000000000000000000003000000
"1712067698448,SetStartTime,55098647,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000003000000000000000000000000000000030000000400000017bd4803
"1712067698964,GetEstimateTime,1,";47494f50010001004400000000000000e037000001003c0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000500000000000000000000000000000003000000
"1712067699480,SetEstimateTime,0,67374134,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000040000000000000000000000000000000300000004000000360c0404
